user_id,video_id_sequence
21963,"6613,7372,5239,140,3729,3331,954,5070,5175,285,2368,2503,2160,1302,711,1733,2303,5697,3969,2072,1103,5558,1083,3970,2313,6268"
21964,7302
21965,"4927,2171,597,3587,3997,642,1558,5697,2304,5774,2559,2849,7466,3467,5796,2383,3951,4631,2594,3648,1069,453,6886,117,5664,489,333,333,5410,7020"
21966,"6797,1706,722,4219,2287,7177,6703,6459,2981,3369,5168,1285,4633,2303,596,5545,1299"
21967,"1457,3196,3352,7170,364,1725,3310,1344,2041,2464,94,3906,2551,5239,6166,6601"
21968,3232
21969,"7339,6425,4013,2044,2568,6797,6120,2224,6241,5456,5453,3369,6268"
21970,"4774,6378,3982"
21971,"2177,2630"
21972,"175,2072,2594,5147,5597,7044,985,132,2225,4129,1340,1216,7263,2551,4750,1216,1280,650,2171,3145,4063,4658,2368,239,5244"
21973,"6139,2160,145,4670"
21974,"2679,2790,4313,119,5239,3081,527,527,2794,6935,6935,1103,1103,3532,5169"
21975,"3924,4872,3097,3951,6832,4912,2963,5239,6605"
21976,"5603,1833,6583,3310,6968,6061,4460"
21977,"5907,6445,3605,2529,5664,5368,6551,5833,3369,1419,2246,1168,3730,660,1281,6030,789,5587,5790,4494,4446,5131,1903,5786,1903,3661,3170,6473,1230,3984,5780,1903,3661,3661,5615,2368,5933,3508,2271,522,6346,3424,5839,1825,4270,4270,2303,1934,911"
21979,"2500,4698,5004,1694"
21980,"4353,1725,3018"
21981,"4980,6510,7031,6267,4391,1325,1868,2445,1216,4331,5675,3078,3352,804,5246,2986,2368,5730,1371,54,3796,7372,4650,1066,2279,256,5930,1230,3831,4478,6732,2521,5295,4710,122,1950,1144,657,5513,3158,2383,3504,1588,5647,6694,4783,1700"
21982,"3923,2533,6095,3654,597,4870,7009,3310,6975,4332,6987"
21983,"2775,239,5597,2303,5239,817,934,4513,3587"
21984,"5381,5633,5239,6332,6701,6268,7219,2544,1903,728"
21985,"3184,4023"
21986,"3676,1412,1726,5565,2054,2969,5392,1007,5860,1201"
21987,"7335,5790,5966,5966,3970,4433,7136,4783,5392,527,527,5928,5928,5158"
21988,"2650,1868,4992"
21989,"1986,1986"
21990,"1707,3357,6605,6694,4662,2383,54,383,1804"
21991,"1060,1725,4943"
21992,"2279,6308,904,911,904,6968,3544,4242"
21993,"3100,3100,5130,6006,6006,1103,1103,5392,6328,3883,5474,5474,7370,3970,4988,213"
21994,6531
21995,"1652,2923,7065"
21996,"4506,3970"
21997,"6168,5593,5933,3000,453,2701,7287,2949,5683,4634"
21998,"7341,3375,1749,4032,2186,1174,2561,7370,7227,2302,527,3493,5034,2596,3389,220,4339,7253,4494,2942,1132,7298,6866,4710,1660,5553"
21999,"3029,6205,6015,911,54,3315,6426,4636,605,5674,4158,2510,1483,5159,1058,2347,6125,5759,4639,2160,272,2049,6282,5374,7319,6832,5790,177,934,4460,3455,6473,2833,3685"
22000,"4856,2435,3706,5295,1749,3369,1230,6687,650,54,6769,1924"
22001,"4404,728,728,344,3857,41,6942,7181,4382,5998,6893,5728,6921,2823,2962,2383,4636,7015,6975,3076,2949,2030,706"
22002,"5242,6225,6467,1315,2004,1738,6181,6132,6132"
22003,"6718,1060,5239,5347,1744,6979,6285,3588,5392,1588,4013,1912,6332,5442,1321,48,7150,4769"
22004,"3227,6831,5414,220,4851,7233"
22005,3740
22006,"1912,682,7471"
22007,"6962,3551,3149,5031,2631"
22008,"5374,2303,4870,3112"
22009,"7287,6291,4496,1861,310,2962,2939,5674,2303,1658,2997,7229,5168,7181,1949,31,3936,5857,5639,267,6921"
22010,"7423,5210,5210,2490,2048,5159,3629,6483,1677,5954,6478,6573,6573,6132,4417,3232,2456,2307,1831,5934,5569,1790"
22011,"3273,217"
22012,"1878,5351,985,6921,4214,2208,7321,3102,3048,6689,5745,2162"
22013,3560
22014,"4564,2806"
22015,"145,430,1874,2963,6423,4362,2855,4496,832,4172,4465,4269,3866,878"
22016,"3357,627,2383,2303,7270,1853,2940,2712,3310,3796,2454,5159,2399,3018,1976"
22017,29
22018,4108
22019,"5295,2303,453,6082,5942,4184,1302"
22020,"7180,1080,2303"
22021,"2027,435,2712,2063,4614,6087,4496,605,3018,5759,6524"
22022,"6822,5169,3369,2208,2208,5986,6082,5246,1695"
22023,7196
22024,"5633,2177,2444,6439,834"
22025,"5985,2313,7039,1749,5244,6791,985,3418,3102,3457,5524,5647,7266"
22026,"7346,5849"
22027,"7023,3184"
22028,"4906,2044,4636,1894,299,1069,5738,3389,7236,385,5239,3588,24,5371,3892,5029,982,6478,5463,309,6426,6591,3118,6241,6659,2033,4263"
22029,274
22030,"459,748"
22031,"2921,6401,3149,2897,5693"
22033,"6229,4934,5034"
22034,"5952,2726,3553,7521,6236,2465,2981,6921,4348,3018,6117,4636,6461,2838,682,627,552"
22035,"5633,2287,2684,2684,2004,3936,5351,2331,3159,2544,6907"
22036,5318
22038,"1174,6579,7227,418,1969"
22040,"4526,4112,3710,2795,3270,3564,4644,6018,3557,5373,6624,6132,6132,1042,6866,5414,226,1206,2507,4587,1596"
22041,"6181,185,3745,3936,3822,3159,843,3849,3902"
22042,"6286,3625,3146,1440,3028,5190,4451,2579,5571,2406,299,4774,6818,6634,2544,2544"
22043,3987
22044,"3150,6205,2383,1761,5664,6267,6885,6885,526,489,6573,6573,6438,83,7136"
22045,"6989,2958,3279,7362,4194,6094,6121,6605"
22046,"5239,4095,526,1558,4313,4535,3970,5041,5044,4785"
22047,"5809,5620,4417,3182"
22048,"1206,4063,4099,3603,1440,3018,1734,4451,1725,1569"
22049,"2801,7014,3831,4631,3641,2712,50,6154,5975,5975,3505,2524,7240,2303,6237,1392,6989,6659,6504,331,5895,6015,3936,4113,4238,5374,3159,2912,3237,3982,4636"
22050,"1983,453,2551,3048,4433,2399,5414,597,6806,3430,4672,3775,3175,7180,2912,3218,2596,6476,6866,7370,1261,4494,7546,2695,4496,5975,5975,5928,5928,6006,6006,2833,5087,5087,625,2775,4886,713,1939,2544,1052,1052,650,1059,2206,2171,2355,276,4640,5249,3389,4111,84,5096,2644,3315,2962"
22051,"6528,5476,3238,2279,5455,443"
22052,"2785,7336,6921"
22053,"1133,6058"
22054,"1080,2313,5858,1430,4272,4569,4569,4564,5683,4644,868,5907,402,6935,6935,909,5474,5474,6968,2579,21,2981,3182,3182,2957,771,220,682,4995,7233,4783,5112,1279"
22055,"4506,6303,6378,4113,4569,4569,1621,4937,2581,6181,3018,5474,5474,3182,3182,3668"
22056,"6510,6867,7287,3018,5585,4481,3999,4640,2945,3159,6769,3557,2712,1806,3534,2146,3799,2087,2631,453,3104,3654,6118,29,5168,4670,4751,3814,1561,2176,4644,1861,2715"
22057,"5070,1442,6210,1638,1302,4102,6769,1486,3315,7229,6426,76,1424,4158,3670"
22058,"2909,2909,2751,6396,871,1567,3876,2926,6162,3721,3796,6007,6007,5448,6626,5919,6775,310,3551,4945,4945,2949,2962,1934,950,3738,3912,3018,5346"
22059,"5683,5313,2684,2684,3159"
22060,"2581,376,2544,3238"
22061,"651,2578,4873,1106,3799,6243,4640,2360,4758,4356,393,239,5615"
22062,"1266,6485,6280,5975,5975,3227,3018,2630,7142,2035,5619,1668,6298"
22063,"1866,3849,6701,2905,1934,2990,6659"
22064,"3921,4130,3238,3761,5796,1853"
22065,"4173,6453,3461,3273,6378,3363,5434,3232,2794,2459,240,6728,4569,1107"
22066,"5585,4631"
22067,"791,4939,4662,6921,3221"
22068,"4648,1252,6946,2630,3018"
22069,2630
22070,"3049,3049,1419,3775,904,4113,5618,7287,4661,6063"
22071,"4584,220,967,433,2456,4038"
22073,"562,3352,4344,3478,5683,4113,5507,5852"
22074,"961,2747,3923,1015,3000,2383,597"
22075,"3018,7058,4946,695,4569,4569"
22077,"4022,4424,5691,3725"
22078,"5159,1912,1953,3681"
22079,"2980,3152,3740"
22080,"2551,1060,7399,2844,2844,5664,2805,4242,4013,7063,3936,6342,5320,5029,4644,4636,4751,1285,4515,5374,2578,792,6531,828,31,4521,2783,714,4020,7026,2581,3504,834,2941,204,6241,5034,5475,1080,5857,1779,6346,2348,364,6682,2544"
22081,"1543,2582,3159,982,1934,1725,762,7181,5374,2794"
22082,"6836,4203,631,2544,220,2747,6921,4564,3858,453,7325"
22083,"520,2957,5844,5371,4946,3936,5351,3916"
22084,"4552,1486,2303,2808,2207,1737,2347,2148,1911,5158,6862,5399,5399,1054,1054,464,3925"
22085,"257,2101,6407,1563,7077,6212,6212"
22086,"2103,3000,4113,1157,1754,5346,1638,5759"
22087,"3872,3519,6787,6917,4451,3334,2400,5159,1588,2041,6718,1033,3603,7105,7105"
22088,"3581,5528,5522,2399,2751,5395,1489,3315"
22089,"4640,1537,985,6769,1200,3462,4006,4662,2848,627,2171,3587,226,4003,1754,3999"
22090,"3587,3143,3298,4636"
22091,"6989,3936,4506,4055,5313,6601,3654,5371,4710"
22092,"4695,5545,2870,3024,2413,120,5675,7466,5994,4873,2287,2684,3641,2684,5565,6308,6974,48,1412,289,526,4673,1103,1103,6324,1178,650,4113,6151,4715,2224,5381,1092,1349,1733,5553,6882,6332,1518,6883,3102,2688,6111,2325,5641,1321,746,2722,1133,724,1878,5762,2551"
22093,"6120,914,7351,5295,3936,6884,433,4060,2866,4577,4658,4980,4398,3706,6769,6769,4577"
22094,"21,5683,5664"
22095,"4955,6678,1939,1939,6069,6026,4633,1957,969,2399,6921,3334"
22096,1725
22097,"1298,5443,3923,1885,947,2790,2871,2594,597,5212,166,2049,3255,969,969,627,3076,6227,4362"
22098,"3263,5619,2650,792,5391,4672"
22099,"6531,2607,5399,5399,3442"
22100,"605,1089,5674,4955"
22101,"393,6063,4672,3113,762,5844,403,5029,3483"
22102,"629,1755,3925,1725,1206,4644,607,3946,2790"
22103,"5107,1794,5391,3159,3020,3603,5618,5169,5371,6189,6074,4640,2041,3018,1668,2795"
22104,"1610,5414,4906,4656"
22105,"1868,4587"
22106,"3375,5683,6921,239,4607"
22107,"4715,2464,49,6342,4980,1939,3290,2171,3334,2313,7160,2551,52,3158,3922,5351,1868,5860,7307,1912"
22108,"1133,7172,2411,1015,2465,7208,6975,1476"
22109,"4299,3018,3430,7335,2679,6308,1879"
22110,"2274,3587,2712,6694,3144,6390,3707,3685,7015,4631,489,6921,5276,476,476,1169"
22111,"3018,2923,2544,682,1060,1281,1350,7320"
22112,"2630,424"
22113,"4569,4569,6070"
22114,"4486,2678,1851,289,5346,1588,4543,4861,6342,4906,1575,4644,6268,6914,4751,1581,6595,1723,6019,3913,3352"
22115,"1868,7160"
22116,"1962,3159,7314,220,4892,4788"
22117,"3369,3369,3159,2871,3217,5185,3418,5107,3924,1588,5713,6918,5844,2383,3673,3673,5034,4715,4441,6701,4878,5165,6931,4506,5337,4636,4027,6989,4672,5216,4650,2814,6718,598,2826,1403,3508,6074,599,393,6917,67,4649,4827,2679,4580,2276,3603,5311,3888,120,3504,3588,5029,2359,1723,860,1326,2894,125,2623,4122,2805,3936,2307,2313,4213,5463,2041,7105,3892,6700,3310,6975,1402,3713,4439,7315"
22118,"2999,6588,2700,3846,4600,4600,627"
22119,"7471,7172,2949,2871,3670,6507,2594,5866,5456,2044,947,822"
22120,"650,2524,3916,445,4108,2744,3379,6095,885,815"
22121,"3923,6426,2871,1516,947,2347,1068,2850,7181,7172,4415,6298,6507"
22122,"4113,3375,7321,2740,5107,3445"
22123,"6308,5985,2808,5683,6769,5186,127,4313,5675,843,1621,6425,3325,6261,4650"
22124,"2497,3685,1470,54,832,5497,3648"
22125,"2594,239,699,4823,2962,6769"
22126,"2303,39,39,5872,6118,6455,2823,310,5507,5513,6056,7015,7315,166,849,3221"
22127,"199,1103,545,1103,5293,5205,5828,6413"
22128,"2855,6346,3357,1200,3238,552,2962,383,1058,1164,1998,2981,1976,682,5391,3844,7015,5455,2176,3691"
22129,"6241,2700,2634,5928,5928,6972,5664,5633,3913,2041,2397,1103,1103,1621"
22130,"1957,1957,2581,4660,907,6683,3786"
22131,"3917,453"
22133,"4670,2962,6763,7017,4111"
22134,"1522,3819,4644,1486,6433,368,101,126,5386,5838"
22135,"6697,2948,6720,2383,3897,2814,804,2313,2786,6733,6282,4785,3334,6019,3501,3708,6643,5130,4331,6063,4763,3418,5681"
22136,"3113,1438,2908,2684,5998,3637,1270,3340,5926"
22137,"257,4084,1636,7233,5279,6134,682,1691,6308,220,1103,1103"
22138,"3911,1695,6161,4503,4503,2733,6118,2452,239"
22139,"2751,1976,5679,4552"
22140,"6989,3100,3483,5313,3791,4569,4569,5071,2794,1986,1986,3182,3182,2814,6074"
22141,"7073,6246,211,2099,6109"
22142,"1448,2555,7085"
22143,"3442,6082,3322,4937,6308,2313,5804,4646,3131"
22144,"706,6092,6161,2957,5034,562,4892,5347,6262,669,2684,4557,6006,6006,6268,183,1654,5868,6282,3143,3654,1092"
22146,"7145,4789,706,2684,2684,2654"
22147,"1030,6860,2606,6659,876,232,385,6822,1184,2243,7010,7466,2747,29,1594,259,3369,6267,7072,4905,4094"
22148,"4386,1440,4672,6132,5769"
22149,"3458,3647,3685,3279,6390,2949,1976,6319,1634,1861,1308,4113,6775,3706,2082,1402,2622,7181,6286,4130,1825"
22150,"7290,7290,4036,1252,3428"
22151,"6415,3404,3849,7253,1755,1315,868,2957,7314,3270,2049,4611,5045,7107,2302,5096,1707,4093,6683,6626,1023,1578,980,6591,728,1921,714,6337,6266,1499,1164"
22152,3235
22153,"1280,2068,1371,871,6786,6241,4749,140,6885,2784,6267,3501,3150,678,171,3423,193,6921,2795,2441,2524,3912,445,1083,2171,5597,7193,7261,650,5306,2568,7136,3969,3587,2614,6177"
22154,"7384,6943,682,2630,2033,7231,5853,4578"
22155,"2084,462,1957,1957,1957,1957,1957,2179"
22156,2989
22157,"6968,3241,204,4660,2467,3098,1528,832,2785,4063,4214,6497,6818,3654,7521,3232,6378,5972,3482,5374,6298"
22158,"5298,895,3948,5809,1491,985,5742,516,5386,2853,2962,1650,4151,39,39,3442,4817,6701,747,3836,5963,6426,1596,2740,6291,2171,3601,2805,945,443,1819,1819,1528,93,2801,6922,6922,2004,7365,605,5931,4614,4890,5946,6705,1200,5158,5573"
22159,"2799,1308,6595,2368,5759,3644,2871,7180,526,2415,4636,2986,3970,6205,5524,6916,4341,6282,3876,1658,2030,3352,2435,650,7235,7229,1164,1279,3556,1144,969,5633,4955,3951,1868,1326,706,1080,5856,94"
22160,"2268,2962,48,1833,7287,1861,351,3143,453,5198,5499,6019"
22161,"7372,5522,6205,1065,4313,4158,1083,5239,5374,7136,526,1335,2303,5391,5476,274,5664,6069,3706,83,1051,2395,6433,4702,6151,4785,2287,193,7172,2768,2838,1749,7466,2510,6425,6989,2594,5351,6921,559,5410,6268,299,1621,5790,3824,445,1067"
22162,"6946,5954,1694,2316,6335,2399,7466,4383,6413,627,910,6132,3670,3159"
22163,"254,627"
22164,"6303,1707,1873,1873,1734,31,5353"
22165,"904,5517,1738,3196,1069,1069,527,527,7219,2162,3633"
22166,"6831,2104,2050,30,1321,1721"
22167,"257,1957,2850,3685,910,101,726,3232,5128,6069,2161,6975,6978,4567,4439,6390"
22168,"4486,5374,5663,2833,3638,1702,4313,2957,2684"
22169,"3706,7017,6866,6968,5314,4103,4750,2004,804,2823,1993,1808,20,240,6019,832,7233,2747,626,4004,6626,3273,2406"
22170,"2795,6019,2383,2594,6426,4272,7160,4695,3654,5834,7565,6588,4541,2399,2957,4851,3369,5274,6069,4506,728,1733,6718,4185"
22171,"878,2949,430,4780,5774,5416,1886,5243,5662,2464,3074,1612,2824,6881,969,5437,490,1268,3005,1993,4693,534,4197,1614,3663,868,2445,1157,1896,127,2723,5158,710,6282,5612,2814,4161,492"
22172,"6875,3542,5198,6069,3029,2524,2594,6083,5445,222,127,6346,1993,2508,706,7336,4955,453,1976,627,1621,1835,4856"
22173,"1548,7233,5381"
22174,"3128,3128,1694,527,154"
22175,"4084,1541,7150,5525,29,6426,1911,4955,2002,4506,4749,6346,2399,1164,7356,1457,4672,2217,2383,3906"
22176,"5516,3461,5286,7317,2630,7334,2980,2980,3430"
22177,"3866,2004,5132,792,2980,6229,3096,2630,3182,4173,6154,3005,4003,4660,5307,4937,6182,6584,3241,6349,4644,6862"
22179,"3775,4623,6342,4892"
22180,"7295,2004,7471,6989,2921,5928,5928,5374,3436,682,5463,1298,784,1575"
22181,"2949,3018,3038,7064,5314,2151,3923,5045,3654,6425,4739"
22182,"5591,4681,2923,3879,4699,4600,7145,3442,3523,6346,4340,4340,5386,4569,4569,3159"
22183,"445,2527,2527,2303,2594,1217,6252"
22184,"1038,3897,3888,6013,4151"
22185,"5565,4013,5452,5664,1750,3029,669,2076,445,602"
22186,"2368,665,1754"
22187,"68,5045,2946,125,3563,3918,2104,4702,5721,3352,7033,3706,4501,6591"
22188,"6942,650,5186,5374,2833,3179,2464,6921,453,3369,4170,2594,2963,1184,2383,4099,3375,145,2790,1212,6504,6576,1886,3685,5239,5175,3999,605,5565,5639"
22189,"5391,6946,5966,299,2700,3858,7217"
22190,"3352,2986,29,4214,2594,6987,1078,6252,2225,5513,5866"
22191,"220,2303,4084,3695,2665"
22192,"3232,3530"
22193,"5996,4882,128,3500,1886,3104,1707,3876,1561,3844,6774,2286,3587,2303,4130,4869"
22194,"2383,4661,6775,3428,6074,4032"
22195,"496,156,2303,3496,2527,6151,3913,1164,1103,3182,3182,2076,4113"
22196,"5608,2898,3270,6584,760,2177,909,6921"
22197,"239,35"
22198,"3113,1990"
22199,"6718,4486,1080,5034,1080,934,3143,1695,1402"
22200,"2035,3334,204,1252,7287"
22201,"530,5826,6092,2981,2582,1707,3018,4980"
22202,"5593,664,2963,5249,4080,629,5133,3814,5572,6118,3916,4263,2948,6659,950,3703,5585,1815,758,3461,497,1934,785,5662,291,682,5215,3959,5639,4151,5346,4339,5347,6241,335,2160,6003,49,3250,500,6733,6456,3074,304,6687,2748,2527,2176,2041,1146,2924,1498,7002,5419,2790,3123,6390,5712,658,5450,4539,2562,6616,5003,277,908,1069,6794,3418,6875,6876,2715,7060,5256,772,36,633,4138"
22203,"6425,2790"
22204,"125,6862,5132,1285,3866,4946,1879,6989,4496,4161,2303,180,3277"
22205,"4891,6754,565,2630"
22206,"1976,6433,1200,3796,5852,453,5612,3709,1377"
22207,"4640,5507,1373,5585,2961,4660,4789,4402,4662,4882,2231,3648,3182,3182,49,6726,35,4539,6631"
22208,"3005,728,728,5279,2099,6531,405,3600"
22210,"3391,3018,240,2962,6303"
22211,"3923,2394,2876,6601,5320,6332,2981,5975,5975,3858,5633,1575,4451,988,7217,7065,3210,4366,4496,1184,2303,1275,5371"
22212,"2630,6946,2465"
22213,"1815,6987,5351,2551,5985,6563,6791,3706,7186,5476,1725"
22214,"2177,1047,4634,4574,6535,6968,7538,1725,7051,3866"
22215,"5433,2611,2968,3444,3425"
22216,"1146,5260,3210,2962,3706,5603,3579,6975,7327,5789,6839,1212,3696,2795,5356,4757,977,2655,1056,3298,2049,6733,2957"
22217,"1216,647,4506,1976,3079,4158,6720,3158,4650,3670,7229,6884,6161,1058,1939,2066,6342,5364,821,6069"
22218,"1868,2464,3936,2227,4672,6682,7150,5029,6921,2630"
22219,"1133,2566,4672,1868,57,6754,4214"
22220,"669,2709,249,4906,4894,2360,4908,4357,4214,453,1621,7136,1575,29,985,5295,1949,3496,3315,6332,1869,6496"
22221,"6190,6426"
22222,"1462,1225,6147,3076,3579,453,6884,1804,605,4404,3018,2399,6921,4603,324,4099,1754,3110,1976"
22223,"7542,1143,5664,4167,1157,6591"
22224,"441,370,908,6752,5919,3970"
22225,"6439,1976,1483,3523,3916"
22226,"4640,597,2313,4112,4015,1419,4415,2897,1723,792,5585,6989,4092"
22227,"3796,3032,2171,3662"
22228,"6369,3673,7172,3673,2360"
22229,"627,605,3784,6086,5989,1298,4870,5879,4199,4362,6763,1056,7287,6243,3600,3654,1200,1489,4341,6113,3387,1096,4600,4600,2148,1058,6398,54,5422"
22230,"5608,6026,3334,151,3273"
22231,"6195,6426,4973,3681,2758,4768,5096,5107,7136,393,6971"
22232,"1957,5158,272,5029,6543,1164,6033,6033,1015,54,6507,29,2399,453,4745,4745,2328,3371,3371,5318,3232,5888,1717,5674,4332,4955,6921,7064"
22233,"2700,5338,3493,6426,3508,6694,3551,1703,6670,4216,3504,3081,6604,2949,3277,1621,4720,3954,3315,5448"
22235,"5374,299,4161,2303,3685,2328,2207,6888,6139,1743,6884,368,7015,1861,3796,7109,4662"
22236,"6968,6584,49,3724,4125,144,4607,1402"
22237,"2383,5639,6921"
22238,"1868,6378"
22239,"3210,7314,6579,5433,2303"
22240,"1725,1976"
22241,"4185,6478,5313,5239,5972,3921,6441,2041,1575,204,1174,3577,1723,2414,3483,5844,7090"
22242,"2144,2313,3580,2303,5606,3328,5852,682,5606,6218,6694,35,1537"
22243,"7314,886,6539,2347,5522,4278,2986,6792,7080,4172,5553,1843,6769,7542,4980,207,6027,3936,232,4506,1885,4341,6601,4943,5868,3523,5513,7172,1136,1621,6433,2747,6346,4644"
22244,"664,2082,590,5381,3668,6426,1631,3052,4503,4503"
22245,"985,6241,445,7137,69,3587,6694,1302,5674,6687,3319,1280"
22246,"3795,402,5414,3128,5371,4636,1318,1318,6718,6507,4644,3936,5029,6111,289,2276,5565,6346,6308,6617,1412"
22247,"2630,5464,2732,7227,3978"
22248,"3648,39,39,1749,3504,6962,5603,4640,4161,2231,3307,5243,2245,4631,1755,832,6975,2360,7357,2303,7015,5665,4436,2712,5419,5175"
22250,"5852,4158,1050,4144,5212,4130,7051,7478,6151"
22251,"6070,5220,1632,2607,4838,3005,4992,1668,7150,4646,3978,236,4022,1694"
22252,5561
22253,"1808,5633,5388,3685,6921,6579,6010"
22254,"4587,3710,6378,5050,2630,6981,6229,6368,4173,7325"
22255,"136,4060,962,6123,5933,433,660,7307,6718,4350,2456,5232"
22256,"1957,368,5323,1110,5825,254,1343,1499"
22257,"4885,3587,6390"
22258,"4851,5351,5939,3463,445,6775"
22259,"6181,4313,6371,7216,2681,157,1133,962"
22260,3587
22261,"2785,6065,7015,1537,5683,6191,1868,3873,4636,1225,5925"
22262,"3232,6413,299,2389,5809,6862,2479,2675,5791,2206,7065"
22263,"5872,1184,1707,1321"
22264,"6267,804,453,3102,5295,5597,7486,5239,5868"
22265,"1639,383,5683,2785,3877,1617,3238,6886,1976"
22266,"3255,1701,4108,1335,3534,1007,7177,3143,6769,3681,4270"
22267,"4709,6701,3315,2594,1007,256,1069,1069,4506,6619,6619,185,4231,6120,2581,3418,3670,3334,6225,4214,4543"
22268,"3746,4672"
22269,"6006,6006,3182,3182"
22270,"2116,3982,6211,5895,1157,6697,5550,1588,2715,6774,5320,7268,7235,5920,934,3647,5410,5409,6282,1737,4928,5753,4113,3504,445,4699,4006,2491,1924"
22271,"5215,3301,2684,2684,6694,4506,7172,1090,6063,4569,4569,3369,5726,453"
22273,"5602,1993,5664,969,1886,3936,627"
22274,"120,7486,6433,6769"
22275,"5391,3654,3623,6636,4730,3234,100,5809,4307,1875,168,6236,4064,3303,4636"
22276,"6692,2383,2177,647,4856,2509,239,239,904,3681,6979,1302,2773,6456,6190,1575,7196,3244,4768"
22277,"5188,1964,6445,6426,6407,7172,489"
22278,"2123,2898,3748,1787,1787,47,5494,5907"
22279,"3155,5176,6605,1957,3685,5047"
22280,"7045,4055"
22281,"1047,4003,6504,1100,6804,2328,1110,5118,5158,3866,6998,1252,789"
22282,"3892,5029,6921,2399"
22283,"969,6975,3654,4710,7172,5137,6346,4331,2166,3706"
22284,"1625,170,5476,1868,1600,6902,6033,6033,1486,3600,1515,627,2101,1098,1499"
22285,"4882,6003,3523,6565,1225,1734,2912,7099,5665,5406,1236,2492,4553,5558,7128,6001,5919,843,2849,2158,3136,4595,1058,537,602,2291,3833,5017,5383,3298,1550,2027,5267,5041,240,127,7466,2160,7361,6967,5835,3436,5109,7099,3983,6524,2404"
22286,"306,2328,6436,2313,7335,2464,4506,1279,6072,6072,4310,722,309,4247"
22287,"4014,6393,2588,6308,5538,4741,3603,1716,5585,2279,1451,246,6726,5018,6943,3128,2740,4946,4312,6169,5664,1679,5029,4127,785,2657,3466,1509,49,7321,3738,4887,5403,4583,707,3579,2736,1462,4654,1551,1324,4660,5882,5335,2529,5249,1250,5063,7365,4875,758,2529,4213,3401,1010,3672,6708,7346,4795,3764,5808,1524,6787,7336,5425,2828,4903,4465,771,3225,7096,2522,5907,3306,5239,6563,4693,3496,4165,5796,2861,4823,4423,3027,5683,4322,4160,2068,1060,4766,888,2600,3417,4195,7140,4607,1941,7272,122,4511,1343"
22288,"6979,1876,5146,871"
22289,"7220,1133"
22290,"2303,3018,204,3352,5683,4307,6775,5809,1350,4111,645,6510,6191,6921,226,1976,1833"
22291,"29,6921,453,3893,1909,445"
22292,"2066,1717,3662,6056,2328,2957,1489,6426,3654,2695,2399,1960,3090,5010,6298"
22293,"5351,1279,4496,190,2313,3068,5381,7399,5858,3393,580,679,5966,934,1052,1052,7150,2368,6974,6342,2544"
22294,6280
22295,"226,5975,5975,3159,3018,2580"
22296,"2188,3923,6303,6921,2303,1957,2795,6346,3654"
22297,"6697,4113,1386,926,3685,6565,5310,3902,792,4640,7214,6527,6502,6418,5999,597,2452,1957,2041,5923,247,4856,2747,1552,3885"
22298,"2712,2171,5665,4946,4614,2332,7172,3504"
22299,7014
22300,"5633,4937,4210,4788"
22301,"5603,4586,6775,3018"
22302,"6282,936,2395,4471,6989,3508,1815,1069,7302,6718,5790,2826,4644,2551,1885,2112,1343,3128,1706,3118,2700,839,2348,5464,5351,96,2464,7253,3018,6325,7160"
22303,7257
22304,"2224,3798,3798,4313,4218,3670,4640,1761,5239,3369,699,3681,289,4979,526,1280,445,1621,2808,4210,2041"
22305,"6120,3951,5239,1216,6407,2988,5991,3969,3496,4894,669"
22306,"3691,792,2962,7432,7336,1957,3654,5133,6447,5613,4568"
22307,"4376,6441,6659,7440,5210,3334,2303,1059"
22308,"4646,102,5220"
22309,"5939,2962,7521,3032,4184"
22310,"7015,3277,4636,1707,1164,3691,6528,4673,4004,3786,2999,2980,3587,7261,2303,3182,3182,83,5933,2981,6081,3685,6769,6787,3706,1023"
22311,"5875,2162,6666,6225,3005,30,6636,6006,6006"
22312,"1285,6120,1343,453,5882"
22313,"6936,1861,5762,5392,6707,2041"
22314,"1326,6613,3270,860,2413,3936,2586,2581,3118,6974,6241,4644,5664,4341,2464,5790,48"
22315,"194,4749,4063,5463,5034,6989,5029"
22316,"220,1478,6588,3637,7315,7233,1522,7028,3563,7017,6522"
22317,"1279,6659,4872,6775,6132,6132,1695,3581,3581,7361,1067"
22318,"5414,6674,2921"
22319,"4702,7136,2527,5537,1873,1873,252,1708,4990"
22320,"695,3982,6708,1725,527,527,2162"
22321,"1556,1323,3740,6975,3020,2313,2896,6321,3129,5939,2465,827,6610,7150,299,1694,947,4750,3955,4748,6549,4567,1162,2513,3010,2022,2351,645,7220,3722,2101,6152,2594,6113,3188,436,248,5725,5274,453,3255,3929,3600,5220"
22322,2303
22323,"5286,6063,3598,4580,7172,5073"
22324,"1285,2273,2406,3902,3504,5983,2303,5158,4130,2659,6524,7287,701,5148,1018,4019,1395,383,4817"
22325,"1776,4636,5697"
22326,"3913,5633,3079,6984,4158,6241,7474,1993,2871,5005,6366,2360,7172,6019,2158,5476,1621,2397,2722,3447,7129,6852,5513,5838,1754"
22327,"7484,6989,5210"
22328,"299,645,6818,3363,2128"
22329,"749,3310,3282,1725,4130,7196,6682,3972,5571,1070,2561,4569,1861"
22330,"6182,1440"
22331,"4103,1069,1808,6433,5919,4778,4778,6884,7133,6396,3654,2527,5665,1999,2383,7099,6086,4979"
